# Satellite parameters in the following order from left to right:
# Satellite ID, components of initial position (X, Y, Z) in meters, components of initial velocity (U, V, W) in meters per second
0182, 4.71664838227874e+06, 4.89046026842593e+06, 9.91479442472995e+05,-5.30731256745435e+03, 5.35232434532387e+03,-1.11564205743640e+03
0183, 4.54378515456191e+06, 5.05852090133358e+06, 9.55142127763528e+05,-5.48980281079555e+03, 5.15648299224593e+03,-1.15400305237605e+03
0184, 4.76781842286322e+06, 4.94111231297792e+06, 0.00000000000000e+00,-5.47946465874639e+03, 5.29478279748288e+03, 0.00000000000000e+00
0185, 4.17609710525158e+06, 5.15318230095124e+06,-1.77531368378482e+06,-5.25942385105920e+03, 5.03969572462747e+03, 2.23585010029290e+03
0186, 3.95367738284952e+06, 4.99130965207196e+06,-2.56925530847676e+06,-4.64155071456601e+03, 5.23626762328078e+03, 3.01626249645285e+03
0187, 3.85434596582739e+06, 4.52871354762133e+06,-3.43213077417917e+06,-3.75086335323931e+03, 5.73037183839613e+03, 3.33998391906942e+03
0188, 2.84192805311372e+06, 4.69199820736564e+06,-4.12956318423720e+06,-2.95024252628024e+03, 5.56594973689735e+03, 4.28695332654511e+03
0189, 2.69410591816672e+06, 4.04354406395179e+06,-4.85156772896812e+06,-2.17717571826587e+03, 6.16020200405838e+03, 3.92067564374728e+03
0190, 2.43542722684409e+06, 3.45743603527563e+06,-5.40963191417760e+06,-1.57408813240129e+03, 6.58433276719046e+03, 3.49640395857798e+03
0191, 2.15977707297592e+06, 2.67263567328643e+06,-5.94535623098441e+06,-1.01194553798159e+03, 7.01892311265265e+03, 2.78564708595867e+03
0192, 1.82474991622350e+06, 1.96861486364780e+06,-6.32111913201229e+06,-6.05411070016349e+02, 7.29903766638312e+03, 2.09720546546591e+03
0193, 1.83011771328783e+06, 1.90283741757474e+06,-6.33971372649256e+06,-5.85174489637787e+02, 7.32042949770372e+03, 2.02710389469167e+03
0194, 1.18274740000662e+06, 1.22496752378648e+06,-6.65456125230895e+06,-7.50156978071167e+03, 2.38909366885319e+02,-1.29786054308962e+03
0195, 3.63942687407144e+05, 6.21915163901610e+05,-6.83251034335742e+06, 7.60491335906728e+03,-3.58050773013249e+01, 3.93363235382891e+02
0196, 1.02320710080496e+06, 6.15876833567067e+05, 6.76617178648974e+06,-7.52983755875261e+03, 1.02803100382438e+02, 1.12941971423507e+03
0197, 1.87879626973627e+06, 1.13067635275895e+06, 6.50834119250818e+06,-3.47638013462548e+02, 7.51421206393519e+03,-1.20425340391889e+03
0198, 2.73658226067241e+06, 1.64906907465445e+06, 6.07856501312467e+06,-7.50487943097487e+02, 7.39622061099186e+03,-1.66700260366498e+03
0199, 3.19959185825514e+06, 1.92796986056143e+06, 5.76185089855073e+06,-1.03764444248320e+03, 7.31318143615483e+03,-1.86859850511010e+03
0200, 3.68471438751176e+06, 2.21485806713107e+06, 5.35420341216103e+06,-1.39204003753372e+03, 7.21287675636456e+03,-2.02275257590883e+03
0201, 4.18212864083608e+06, 2.51739830874856e+06, 4.82910619314473e+06,-1.82708985214402e+03, 7.09003848149678e+03,-2.10974163593797e+03
0202, 4.67633459365053e+06, 2.81752434867159e+06, 4.16407660638772e+06,-2.33288042643003e+03, 6.94998907562532e+03,-2.07733057048293e+03
0203, 5.13933437977835e+06, 3.09491354875575e+06, 3.33974193103384e+06,-2.87717071527084e+03, 6.80347554241598e+03,-1.86969886963204e+03
0204, 5.52739328228923e+06, 3.32734750309228e+06, 2.34976742216276e+06,-3.39501013945730e+03, 6.66727495633499e+03,-1.44326336415581e+03
0205, 5.79106165673735e+06, 3.48229246593984e+06, 1.21733021361552e+06,-3.77829268501812e+03, 6.56928139718839e+03,-7.94229126537454e+02
0206, 5.58284625225982e+06, 3.89449359640443e+06, 9.55861300003723e+05, 4.44420796302342e+03,-6.00109768158489e+03,-1.47290447124243e+03
0207, 5.88443971763882e+06, 3.53808233075257e+06, 0.00000000000000e+00,-3.92273197854309e+03, 6.53252764459069e+03, 0.00000000000000e+00
0208, 5.79106165673735e+06, 3.48229246593984e+06,-1.21733021361552e+06,-3.77829268501812e+03, 6.56928139718839e+03, 7.94229126537454e+02
0209, 5.52739328228923e+06, 3.32734750309228e+06,-2.34976742216276e+06,-3.39501013945730e+03, 6.66727495633499e+03, 1.44326336415581e+03
0210, 5.13933437977835e+06, 3.09491354875575e+06,-3.33974193103384e+06,-2.87717071527084e+03, 6.80347554241598e+03, 1.86969886963204e+03
0211, 4.63822769562633e+06, 2.92824673639707e+06,-4.13014403817071e+06,-2.42462354531148e+03, 6.89347911091683e+03, 2.15902390689431e+03
0212, 4.18212864083608e+06, 2.51739830874856e+06,-4.82910619314473e+06,-1.82708985214402e+03, 7.09003848149678e+03, 2.10974163593797e+03
0213, 3.00339357984123e+06, 2.97936415907453e+06,-5.40853545181442e+06,-1.60392041378075e+03, 6.86592658466327e+03, 2.88835285460009e+03
0214, 2.67672147562104e+06, 2.15401253863486e+06,-5.94560073907357e+06,-9.80432469628535e+02, 7.23501075966608e+03, 2.17776114142869e+03
0215, 2.29595568767552e+06, 1.39465495723482e+06,-6.32022379743910e+06,-5.27897008723674e+02, 7.45991615459026e+03, 1.45317579735615e+03
0216, 1.87879626973627e+06, 1.13067635275895e+06,-6.50834119250818e+06,-3.47638013462548e+02, 7.51421206393519e+03, 1.20425340391889e+03
0217, 1.28763286187261e+06, 1.22148588405478e+06,-6.63564745712406e+06,-7.48024503097400e+03, 2.59961587442581e+02,-1.41222544540342e+03
0218, 6.22182577983541e+05, 6.20243503961335e+05,-6.81414508311701e+06, 7.58447340251060e+03,-6.17528829536637e+01, 6.78432101359410e+02
0219, 1.54673336042701e+06, 6.06861711647267e+05, 6.66712947760433e+06,-7.41897312761479e+03, 1.55392432728839e+02, 1.70717883326484e+03
0220, 2.33367090260183e+06, 6.72039195923039e+05, 6.42404487734162e+06,-2.54252739424015e+02, 7.58161888104796e+03,-6.99897747546956e+02
0221, 2.79951886267339e+06, 8.10225666289687e+05, 6.21836136877089e+06,-3.68537597120697e+02, 7.56536215955177e+03,-8.18604935094660e+02
0222, 3.84200174850853e+06, 1.10752303949516e+06, 5.58275532592480e+06,-6.95668876031970e+02, 7.51954180517028e+03,-1.01086604769381e+03
0223, 4.41810170968141e+06, 1.26736190889852e+06, 5.10158442278343e+06,-9.19275234464263e+02, 7.48871663215685e+03,-1.06148760815460e+03
0224, 5.01334570677790e+06, 1.44474799402592e+06, 4.46417063605184e+06,-1.19551913189963e+03, 7.44935625882648e+03,-1.06455882271376e+03
0225, 5.59691007344848e+06, 1.61067046433550e+06, 3.63709264181555e+06,-1.49646811465532e+03, 7.40758977174459e+03,-9.72463930472078e+02
0226, 5.44057083951471e+06, 2.24654822179236e+06, 3.53549724901746e+06,-2.08795859964834e+03, 7.20130885289254e+03,-1.35683774788925e+03
0227, 6.10922833381019e+06, 1.75480381314475e+06, 2.59711313818354e+06,-1.78945439495485e+03, 7.36736064774188e+03,-7.60720546913823e+02
0228, 6.46802316517757e+06, 1.86076689214791e+06, 1.35963325691333e+06,-2.01779846113149e+03, 7.33540689746735e+03,-4.24158328354965e+02
0229, 6.56360348023169e+06, 1.88764410817387e+06, 7.08215656888924e+05,-2.23411903066226e+03, 6.82061404710057e+03, 2.55899172775008e+03
0230, 6.59995453969030e+06, 1.89388295548727e+06, 0.00000000000000e+00,-2.09860286606115e+03, 7.32500593906692e+03, 0.00000000000000e+00
0231, 6.46802316517757e+06, 1.86076689214791e+06,-1.35963325691333e+06,-2.01779846113149e+03, 7.33540689746735e+03, 4.24158328354965e+02
0232, 6.05003701273851e+06, 1.98207586281045e+06,-2.57195013080814e+06,-2.02148111558880e+03, 7.29620343184871e+03, 8.59358150820868e+02
0233, 5.28302211555086e+06, 2.72928914501028e+06,-3.43311588195303e+06,-2.53703123730707e+03, 6.99327730765985e+03, 1.64866283791842e+03
0234, 5.59691007344848e+06, 1.61067046433550e+06,-3.63709264181555e+06,-1.49646811465532e+03, 7.40758977174459e+03, 9.72463930472078e+02
0235, 5.01334570677790e+06, 1.44474799402592e+06,-4.46417063605184e+06,-1.19551913189963e+03, 7.44935625882648e+03, 1.06455882271376e+03
0236, 3.72323569279938e+06, 2.00461412425261e+06,-5.41017814521251e+06,-1.25981427423247e+03, 7.28804799290419e+03, 1.83061729523618e+03
0237, 3.30157997357331e+06, 9.53145731035053e+05,-5.94551192155632e+06,-5.12698088581207e+02, 7.54519573976017e+03, 9.23270864924579e+02
0238, 2.79951886267339e+06, 8.10225666289687e+05,-6.21836136877089e+06,-3.68537597120697e+02, 7.56536215955177e+03, 8.18604935094660e+02
0239, 1.89877436089016e+06, 5.48718130102018e+05,-6.57754733034174e+06,-1.68638426091077e+02, 7.59342714095795e+03, 5.84180644196388e+02
0240, 1.06799531770018e+06, 6.15254476863693e+05,-6.75933442528696e+06, 7.52347318543342e+03,-1.06546679662250e+02, 1.17054758124194e+03
0241, 2.34496476979502e+06, 4.84596086058112e+04, 6.45513422657542e+06,-1.81451691563250e+01, 7.61759501621866e+03,-4.99493655413044e+01
0242, 2.81926738847646e+06, 5.03107220639888e+04, 6.26222728858353e+06,-2.25802195971915e+01, 7.61787861925626e+03,-5.01557489444760e+01
0243, 3.89298661759462e+06, 6.86351451016814e+04, 5.65684067727646e+06,-4.24620690356369e+01, 7.61822497269959e+03,-6.17009979629593e+01
0244, 4.49528975890268e+06, 7.85174902706749e+04, 5.19071350477567e+06,-5.60656307376706e+01, 7.61832187107360e+03,-6.47390139973646e+01
0245, 5.12797421363949e+06, 9.18265371793546e+04, 4.56624243486958e+06,-7.48270577453060e+01, 7.61832054361189e+03,-6.66303050909026e+01
0246, 5.75724079015788e+06, 1.01991574714049e+05, 3.74128185735559e+06,-9.33093336879189e+01, 7.61830467818943e+03,-6.06360807151511e+01
0247, 6.31855611530279e+06, 1.13493287912745e+05, 2.68610112517571e+06,-1.14012817974014e+02, 7.61821050983557e+03,-4.84683451497288e+01
0248, 6.31116609700582e+06, 3.49542049367678e+05, 2.68295953141594e+06,-3.54945512564101e+02, 7.60952272611965e+03,-1.50891995461653e+02
0249, 6.71872634850550e+06, 1.24266367862724e+05, 1.41233318963804e+06,-1.32835076708742e+02, 7.61807004305408e+03,-2.79230583078573e+01
0250,-1.90127620001532e+06, 4.72466504487113e+05, 6.58621395529604e+06,-1.47452620757317e+02,-7.59546219509414e+03, 5.10790861721710e+02
0251, 6.86561299358024e+06, 1.20593283729465e+05, 0.00000000000000e+00,-1.31630438611150e+02, 7.61816042798184e+03, 0.00000000000000e+00
0252, 6.71872634850550e+06, 1.24266367862724e+05,-1.41233318963804e+06,-1.32835076708742e+02, 7.61807004305408e+03, 2.79230583078573e+01
0253, 6.40803569804922e+06, 1.70954573507806e+06,-1.77740963146104e+06,-2.73290289590631e+03, 4.93074190024539e+03,-5.12647773260337e+03
0254, 6.31855611530279e+06, 1.13493287912745e+05,-2.68610112517571e+06,-1.14012817974014e+02, 7.61821050983557e+03, 4.84683451497288e+01
0255, 5.75724079015788e+06, 1.01991574714049e+05,-3.74128185735559e+06,-9.33093336879189e+01, 7.61830467818943e+03, 6.06360807151511e+01
0256, 5.12797421363949e+06, 9.18265371793546e+04,-4.56624243486958e+06,-7.48270577453060e+01, 7.61832054361189e+03, 6.66303050909026e+01
0257, 4.49528975890268e+06, 7.85174902706749e+04,-5.19071350477567e+06,-5.60656307376706e+01, 7.61832187107360e+03, 6.47390139973646e+01
0258, 3.89298661759462e+06, 6.86351451016814e+04,-5.65684067727646e+06,-4.24620690356369e+01, 7.61822497269959e+03, 6.17009979629593e+01
0259, 2.81926738847646e+06, 5.03107220639888e+04,-6.26222728858353e+06,-2.25802195971915e+01, 7.61787861925626e+03, 5.01557489444760e+01
0260, 1.90490204417612e+06, 3.89350189326381e+04,-6.59877424790969e+06,-1.18572583997402e+01, 7.61733557636455e+03, 4.10747479736468e+01
0261, 2.33552802632322e+06,-6.21053333598500e+05, 6.42915710037000e+06, 2.35318339150877e+02, 7.58617575347591e+03, 6.47775815125151e+02
0262, 2.80272095016285e+06,-7.48097682689029e+05, 6.22547392564964e+06, 3.40841646478361e+02, 7.57228080255488e+03, 7.57085996307698e+02
0263, 3.84986981736761e+06,-1.02459898717983e+06, 5.59418829920359e+06, 6.44772260929939e+02, 7.53270391620485e+03, 9.36908936887559e+02
0264, 4.42901551840941e+06,-1.18031010009449e+06, 5.11418660359741e+06, 8.57749326548234e+02, 7.50472793561228e+03, 9.90443609159684e+02
0265, 5.02921817595955e+06,-1.34698457280130e+06, 4.47830439322454e+06, 1.11671466947278e+03, 7.47019198694946e+03, 9.94386808308243e+02
0266, 5.61912599591560e+06,-1.50103908161518e+06, 3.65152942337465e+06, 1.39720476789287e+03, 7.43401602107344e+03, 9.07958697517833e+02
0267, 6.31163438158141e+06,-3.43509135683601e+05, 2.68315860533449e+06, 3.52418410927818e+02, 7.60943498624507e+03, 1.49817691392064e+02
0268, 6.13752180066334e+06,-1.63820947049708e+06, 2.60914106224761e+06, 1.67361462804116e+03, 7.39831172095139e+03, 7.11475541794167e+02
0269, 6.50151369619344e+06,-1.73855975970718e+06, 1.36667325021547e+06, 1.88866586311578e+03, 7.37008013954938e+03, 3.97013562430348e+02
0270, 6.63121306973430e+06,-1.77217820439061e+06, 2.15078488590548e+05, 1.98168742982781e+03, 7.30276747072829e+03,-8.86292465532577e+02
0271, 6.63486253234069e+06,-1.77158155695560e+06, 0.00000000000000e+00, 1.96659496112434e+03, 7.36039849695656e+03, 0.00000000000000e+00
0272, 6.50151369619344e+06,-1.73855975970718e+06,-1.36667325021547e+06, 1.88866586311578e+03, 7.37008013954938e+03,-3.97013562430348e+02
0273, 6.57768058990110e+06,-8.91706299839240e+05,-1.78341259967848e+06,-2.20629371163105e+03,-3.25806245310658e+03,-6.51612490621315e+03
0274, 6.13752180066334e+06,-1.63820947049708e+06,-2.60914106224761e+06, 1.67361462804116e+03, 7.39831172095139e+03,-7.11475541794167e+02
0275, 5.61912599591560e+06,-1.50103908161518e+06,-3.65152942337465e+06, 1.39720476789287e+03, 7.43401602107344e+03,-9.07958697517833e+02
0276, 5.02921817595955e+06,-1.34698457280130e+06,-4.47830439322454e+06, 1.11671466947278e+03, 7.47019198694946e+03,-9.94386808308243e+02
0277, 4.42901551840941e+06,-1.18031010009449e+06,-5.11418660359741e+06, 8.57749326548234e+02, 7.50472793561228e+03,-9.90443609159684e+02
0278, 3.84986981736761e+06,-1.02459898717983e+06,-5.59418829920359e+06, 6.44772260929939e+02, 7.53270391620485e+03,-9.36908936887559e+02
0279, 2.80272095016285e+06,-7.48097682689029e+05,-6.22547392564964e+06, 3.40841646478361e+02, 7.57228080255488e+03,-7.57085996307698e+02
0280, 1.89992505864931e+06,-5.01456263601103e+05,-6.58153346430775e+06, 1.54317585078247e+02, 7.59680295563424e+03,-5.34571795713710e+02
0281, 1.54190416544306e+06,-6.06926349359010e+05, 6.66783960313215e+06,-7.42062934548307e+03,-1.54916172188756e+02, 1.70194651983188e+03
0282, 2.31385328632165e+06,-1.11965678113725e+06, 6.36949165983185e+06, 4.24053666190351e+02, 7.51520285147591e+03, 1.16731959890784e+03
0283, 2.74396733113288e+06,-1.58089064708969e+06, 6.09496891647727e+06, 7.19843728226558e+02, 7.41261696285720e+03, 1.59893490657942e+03
0284, 3.77510745651251e+06,-1.68160486090912e+06, 5.48555222989296e+06, 1.05770291992886e+03, 7.38572994957297e+03, 1.53693230664755e+03
0285, 4.27998593815283e+06,-2.10416551369741e+06, 4.94210206704071e+06, 1.52823825582462e+03, 7.25126229219352e+03, 1.76465753677245e+03
0286, 4.74975179975534e+06,-2.59273265490318e+06, 4.22945149869386e+06, 2.14806465357781e+03, 7.05385609584345e+03, 1.91276000334037e+03
0287, 5.44343128562278e+06,-2.24099014846430e+06, 3.53735607957851e+06, 2.08504657913551e+03, 7.20085566332232e+03, 1.35494540224834e+03
0288, 5.18570787077025e+06,-2.98720232222858e+06, 3.36987725224653e+06, 2.77857471104721e+03, 6.85919224825634e+03, 1.80562730214779e+03
0289, 5.58216086485681e+06,-3.22163465648603e+06, 2.37304984024584e+06, 3.28890419535258e+03, 6.72739186051585e+03, 1.39815633485252e+03
0290, 5.85502721424956e+06,-3.37261929318188e+06, 1.23077631562685e+06, 3.66120925129772e+03, 6.63572851277052e+03, 7.69617197010536e+02
0291, 5.94011752347493e+06,-3.42245420126172e+06, 4.15362447779825e+05, 3.82434938516863e+03, 6.54018210273157e+03,-7.93742118189601e+02
0292, 5.95098184411510e+06,-3.42877966723820e+06, 0.00000000000000e+00, 3.80351230963636e+03, 6.60022354298418e+03, 0.00000000000000e+00
0293, 5.85502721424956e+06,-3.37261929318188e+06,-1.23077631562685e+06, 3.66120925129772e+03, 6.63572851277052e+03,-7.69617197010536e+02
0294, 5.58216086485681e+06,-3.22163465648603e+06,-2.37304984024584e+06, 3.28890419535258e+03, 6.72739186051585e+03,-1.39815633485252e+03
0295, 5.18570787077025e+06,-2.98720232222858e+06,-3.36987725224653e+06, 2.77857471104721e+03, 6.85919224825634e+03,-1.80562730214779e+03
0296, 5.28653726404075e+06,-2.72390816827892e+06,-3.43540016391213e+06, 2.53388635643835e+03, 6.99283035212265e+03,-1.64661917044531e+03
0297, 4.71019547441313e+06,-2.71920580559791e+06,-4.19422827723836e+06, 2.25275240273942e+03, 6.99498053911183e+03,-2.00597998119464e+03
0298, 3.70080549502213e+06,-2.13525026611655e+06,-5.37758516001900e+06, 1.34278194653975e+03, 7.23987985536543e+03,-1.95117637999791e+03
0299, 3.21161191058734e+06,-1.84714988485257e+06,-5.78349670601591e+06, 9.94707057956968e+02, 7.33661824910901e+03,-1.79127651575212e+03
0300,-2.80645880838533e+06, 6.97556065359535e+05, 6.23377654989075e+06,-3.20485148212969e+02,-7.57339236868115e+03, 7.11869632844422e+02
0301, 1.88122593176267e+06,-1.08389681164490e+06,-6.51675778865809e+06, 3.33399309584717e+02, 7.52135572053283e+03,-1.15492908681823e+03
0302, 1.07059647461829e+06,-6.15181390156686e+05,-6.75853147705454e+06, 7.52345111374090e+03, 1.06814119250674e+02, 1.17348573721594e+03
0303, 1.01827610319744e+06,-6.15907650033587e+05, 6.76651034364099e+06,-7.53109299989684e+03,-1.02313667599436e+02, 1.12404268735692e+03
0304, 1.83874397070351e+06,-1.79851399437516e+06, 6.36959595873881e+06, 5.53085842117697e+02, 7.35067389725938e+03, 1.91594555898974e+03
0305, 2.70474556833146e+06,-1.94164488073941e+06, 6.00784855523542e+06, 8.83997799610741e+02, 7.30625589307904e+03, 1.96355803865830e+03
0306, 3.04669645632148e+06,-2.79252708922943e+06, 5.48651562203951e+06, 1.50337698466041e+03, 6.95885628362027e+03, 2.70729343418504e+03
0307, 3.40242846351391e+06,-3.34113774688593e+06, 4.94401795447757e+06, 2.10040748803360e+03, 6.65489734696535e+03, 3.05207073239466e+03
0308, 3.76473717131751e+06,-3.75660368798100e+06, 4.34714403857670e+06, 2.72707021097693e+03, 6.37665902162509e+03, 3.14894944081308e+03
0309, 4.11144807843541e+06,-4.10797194070806e+06, 3.66106924535222e+06, 3.40201775661274e+03, 6.10442586315500e+03, 3.02935178634597e+03
0310, 4.41533357748302e+06,-4.41079498052309e+06, 2.86925768952548e+06, 4.10118702530757e+03, 5.83884250447949e+03, 2.66511288491454e+03
0311, 4.65408635750289e+06,-4.64844663135816e+06, 1.97851318773235e+06, 4.74371326811689e+03, 5.60757404316474e+03, 2.01661476363878e+03
0312, 4.80749764642651e+06,-4.80103730927069e+06, 1.01057672733840e+06, 5.20988036076280e+03, 5.44720111741291e+03, 1.09516098228728e+03
0313, 4.84103209235737e+06,-4.83767195488400e+06, 5.87118817834187e+05, 5.40370969111300e+03, 5.32876795393997e+03,-6.46720151925834e+02
0314, 4.86178741486445e+06,-4.85245683156316e+06, 0.00000000000000e+00, 5.38075045313979e+03, 5.39088923065221e+03, 0.00000000000000e+00
0315, 4.80749764642651e+06,-4.80103730927069e+06,-1.01057672733840e+06, 5.20988036076280e+03, 5.44720111741291e+03,-1.09516098228728e+03
0316, 4.65408635750289e+06,-4.64844663135816e+06,-1.97851318773235e+06, 4.74371326811689e+03, 5.60757404316474e+03,-2.01661476363878e+03
0317, 4.41533357748302e+06,-4.41079498052309e+06,-2.86925768952548e+06, 4.10118702530757e+03, 5.83884250447949e+03,-2.66511288491454e+03
0318, 4.11144807843541e+06,-4.10797194070806e+06,-3.66106924535222e+06, 3.40201775661274e+03, 6.10442586315500e+03,-3.02935178634597e+03
0319, 3.76473717131751e+06,-3.75660368798100e+06,-4.34714403857670e+06, 2.72707021097693e+03, 6.37665902162509e+03,-3.14894944081308e+03
0320, 2.99997428075376e+06,-2.99976106495940e+06,-5.40237795036037e+06, 1.61486269605989e+03, 6.85190591813923e+03,-2.90805780503607e+03
0321, 2.60965087393357e+06,-2.60267145187387e+06,-5.79662183985111e+06, 1.18474342299102e+03, 7.04863452811819e+03,-2.63158174487079e+03
0322, 2.21966012382406e+06,-2.21919130871966e+06,-6.11020012804447e+06, 8.40175298472974e+02, 7.20802325046851e+03,-2.31280418168935e+03
0323, 1.83595595314735e+06,-1.83524507572179e+06,-6.35993798261951e+06, 5.64376560435588e+02, 7.33948470451256e+03,-1.95505775455081e+03
0324, 7.30879496235934e+05,-6.19237893957888e+05,-6.80309720850528e+06, 7.57305491280645e+03, 7.26786967055671e+01, 7.98465732636628e+02
0325, 6.24779239296059e+05,-6.20186116077918e+05,-6.81351460595586e+06, 7.58465027695868e+03, 6.20173459915630e+01, 6.81337556229727e+02
0326, 3.59055271324390e+05,-6.21901972659271e+05, 6.83236542118004e+06,-7.60519827411864e+03,-3.60801412002056e+01, 3.96385153874786e+02
0327, 7.14176657959004e+05,-1.23699025716473e+06, 6.71987401704124e+06, 7.57434457442359e+03, 1.43325148512808e+02,-7.78605115037324e+02
0328, 1.73254243909285e+06,-1.80082997662302e+06, 6.39979468048477e+06,-7.36907102999256e+03,-5.20173554077633e+02, 1.84859425238890e+03
0329, 2.18298782703678e+06,-2.51238206602313e+06, 6.00924995548415e+06, 9.51113334399489e+02, 7.08859264299575e+03, 2.61819039557302e+03
0330, 2.47105457178927e+06,-3.31031633596572e+06, 5.48876826451010e+06, 1.50663373972970e+03, 6.67348230606172e+03, 3.34657257321540e+03
0331, 2.74529878247183e+06,-3.90058056441587e+06, 4.94375625308714e+06, 2.09938738456727e+03, 6.26923175366791e+03, 3.78059378322446e+03
0332, 3.66367329555705e+06,-3.98319341137804e+06, 4.23044552682540e+06, 2.89140720615223e+03, 6.20522938295299e+03, 3.33870945761763e+03
0333, 3.97506592437408e+06,-4.34222880034764e+06, 3.53962675104767e+06, 3.59581591088901e+03, 5.90168026858068e+03, 3.20192078123326e+03
0334, 4.13325888050276e+06,-4.78418898149640e+06, 2.68595443980984e+06, 4.44796224912511e+03, 5.46543086538389e+03, 2.89046108568233e+03
0335, 4.45497021209624e+06,-4.87359288012271e+06, 1.89386630125110e+06, 4.97319095739701e+03, 5.36742620609877e+03, 2.11416874086551e+03
0336, 4.55087638727895e+06,-5.05572357988152e+06, 9.56632764947156e+05, 5.48589430244466e+03, 5.15616542292068e+03, 1.15318145081355e+03
0337, 4.28711010495891e+06,-5.29123718763669e+06, 9.01186858162919e+05, 5.74108891092885e+03, 4.85706527514775e+03, 1.20682551915086e+03
0338, 4.32489954001752e+06,-5.33703503972150e+06, 0.00000000000000e+00, 5.91732942212553e+03, 4.79507611251388e+03, 0.00000000000000e+00
0339, 4.17874400583388e+06,-5.15469042315616e+06,-1.77643891595853e+06, 5.25965283464004e+03, 5.03432368669843e+03,-2.23594744421815e+03
0340, 3.61974263935604e+06,-5.34390110518716e+06,-2.35225135764173e+06, 4.96763054954410e+03, 4.78581164600313e+03,-3.22816201831034e+03
0341, 2.97479726199955e+06,-5.15250000000000e+06,-3.43500000000000e+06, 3.73918860731149e+03, 5.03725028095816e+03,-4.31764309796414e+03
0342, 2.77897337567795e+06,-4.81332307955539e+06,-4.03808468324929e+06, 3.02489937978135e+03, 5.43392943669735e+03,-4.39543608469638e+03
0343, 2.55507878925024e+06,-4.41557614149055e+06,-4.60120655068109e+06, 2.37631373538794e+03, 5.83424270802096e+03,-4.27928499572760e+03
0344, 2.30027247420964e+06,-3.97484430531609e+06,-5.10942279474867e+06, 1.80884136695857e+03, 6.21148611677289e+03,-4.01784371896986e+03
0345, 2.01904234162465e+06,-3.49708391832672e+06,-5.55794675135589e+06, 1.32363477849484e+03, 6.55509272026851e+03,-3.64365395685433e+03
0346, 1.71841249423404e+06,-2.96792899143362e+06,-5.95275549674902e+06, 9.12494234036168e+02, 6.86827056592911e+03,-3.16097274992858e+03
0347, 1.82545257784159e+06,-1.96700192301080e+06,-6.32355322325844e+06, 6.04876214027541e+02, 7.29733954046966e+03,-2.09535266997121e+03
0348, 1.18183051242206e+06,-1.22513990043210e+06,-6.65549767790755e+06,-7.50089678746460e+03,-2.38698157601896e+02,-1.29671316155807e+03
0349, 3.66531483139519e+05,-6.21866731335190e+05,-6.83197825147381e+06, 7.60520209325318e+03, 3.60672643161785e+01, 3.96243685313781e+02
0350,-3.31240027676086e+06, 8.19999100690378e+05, 5.96499721105751e+06,-4.44761636446555e+02,-7.55797423905052e+03, 8.00930352410030e+02
0351, 3.34332737773884e+05,-1.24229283555057e+06, 6.74867995024238e+06, 7.60635221201050e+03, 6.70906753149179e+01,-3.64465995769335e+02
0352, 6.59446554867993e+05,-2.46030335115520e+06, 6.38079642641735e+06, 7.57999335743676e+03, 2.62952364000523e+02,-6.81966922389753e+02
0353, 1.43581548593386e+06,-3.00443441235512e+06, 6.00886882471024e+06,-7.44758927180457e+03,-7.11840585844819e+02, 1.42368117168963e+03
0354, 1.99342567718232e+06,-3.62109362697047e+06, 5.48743012375354e+06, 1.37054130302269e+03, 6.47177809205463e+03, 3.77277654147885e+03
0355, 2.22567502479707e+06,-4.21960505273728e+06, 4.94372507296483e+06, 1.92013345238270e+03, 6.00975560628189e+03, 4.26504848471684e+03
0356, 2.34998367080004e+06,-4.87548977948212e+06, 4.23186960244444e+06, 2.62356724333470e+03, 5.36538290376602e+03, 4.72454111277179e+03
0357, 2.43661507697788e+06,-5.36004097343742e+06, 3.54060895560695e+06, 3.36805135099422e+03, 4.76384739469341e+03, 4.89406508600643e+03
0358, 3.01505093633627e+06,-5.55876540626772e+06, 2.68477432904656e+06, 4.60184862138894e+03, 4.47515385979200e+03, 4.09775002337979e+03
0359, 2.64056242174560e+06,-5.89082048251261e+06, 2.35130827101785e+06, 4.87628003253490e+03, 3.91890891105102e+03, 4.34211949616356e+03
0360, 1.66640076264022e+06,-6.21085689577991e+06,-2.42142204551734e+06, 3.90174150794735e+03, 3.25695828285107e+03,-5.66956227761504e+03
0361, 1.54391287266727e+06,-5.75079562360949e+06,-3.42937791638034e+06, 2.61603260496177e+03, 4.16713878650003e+03,-5.81079710054353e+03
0362, 1.44848268211067e+06,-5.40545404792135e+06,-3.98733075154545e+06, 2.04518540370914e+03, 4.70058194587021e+03,-5.62991242735358e+03
0363, 1.32429441639215e+06,-4.94127557929845e+06,-4.58749042674191e+06, 1.51866722386256e+03, 5.29080476215830e+03,-5.26081758303904e+03
0364, 1.40383896261435e+06,-4.64673324440442e+06,-4.86304081778566e+06, 1.42822107537295e+03, 5.60902944953544e+03,-4.94750293397317e+03
0365, 1.56342773290133e+06,-3.92800777373520e+06,-5.41587253469460e+06, 1.20746920925299e+03, 6.24767471375103e+03,-4.18279603800238e+03
0366, 1.65104209936465e+06,-2.98229569361289e+06,-5.96459138722576e+06,-7.39244779904235e+03,-8.18513367654533e+02,-1.63702673530906e+03
