# Satellite parameters in the following order from left to right:
# Satellite ID, components of initial position (X, Y, Z) in meters, components of initial velocity (U, V, W) in meters per second
0367, 5.01564066747557e+05,-1.85582211140503e+06,-6.59522588510432e+06, 7.59623805736279e+03, 1.48340090654394e+02, 5.27171435058448e+02
0368, 6.84003014353260e+05,-1.23755252896412e+06,-6.72292852424802e+06,-7.57690365510887e+03,-1.38789447364736e+02,-7.53965195589744e+02
0369, 1.68677188736871e+05,-6.22556006757079e+05,-6.83955079789627e+06, 7.61363120741911e+03, 1.61854667334904e+01, 1.77817450494162e+02
0370, 1.53578761982109e+05,-6.22587134380157e+05, 6.83989277348876e+06,-7.61382959018627e+03,-1.54332661878908e+01, 1.69553593449983e+02
0371, 7.01247593861977e+03,-1.24379855806891e+06, 6.75685969585416e+06, 7.61517014480358e+03, 1.40321629469195e+00,-7.62288681290396e+00
0372, 5.59477900986955e+03,-2.47184361640577e+06, 6.41072610286808e+06, 7.61475108375543e+03, 2.19977346156834e+00,-5.70511219110011e+00
0373, 7.59423875822739e+05,-3.05328600594659e+06, 6.10657201189317e+06,-7.56951505946095e+03,-3.76562738136296e+02, 7.53125476272588e+02
0374, 7.89346110902736e+02,-3.65924982778300e+06, 5.81567848176131e+06, 7.61436847107377e+03, 3.67756943674369e-01,-5.84479400007170e-01
0375, 3.56701670735601e+03,-4.76335440567304e+06, 4.95244545084903e+06, 7.61404126793857e+03, 2.53284639124101e+00,-2.63339288235693e+00
0376, 1.22228500315808e+06,-5.27226392053238e+06, 4.23411945359852e+06, 1.62028786416440e+03, 4.88278204511859e+03, 5.61284180723995e+03
0377, 1.28599273672166e+06,-5.74754827341521e+06, 3.54003430536189e+06, 2.17444690885809e+03, 4.17275198930419e+03, 5.98573882475340e+03
0378, 1.49216663475029e+06,-6.14577209962833e+06, 2.68710574539089e+06, 3.30606548913712e+03, 3.40539231135788e+03, 5.95358947426514e+03
0379, 1.30772530399789e+06,-6.32174893637863e+06, 2.35496230510062e+06, 3.40053199581110e+03, 2.98413462881388e+03, 6.12370552358501e+03
0380, 6.80381294218455e+05,-6.41988342129422e+06,-2.35690994021165e+06, 1.97241168936823e+03, 2.71624694204916e+03,-6.83263451885704e+03
0381, 7.44987934536388e+05,-6.32584697999523e+06,-2.58071390728562e+06, 1.94357987545627e+03, 2.97447475868197e+03,-6.73275818571726e+03
0382, 9.92613611840131e+05,-5.86657193991295e+06,-3.43851441598309e+06, 1.80269544819965e+03, 3.96437649510126e+03,-6.24472021370986e+03
0383, 1.19453760984851e+06,-5.35438584789640e+06,-4.13799966361900e+06, 1.64549792352714e+03, 4.77180934651171e+03,-5.70017201459612e+03
0384, 1.03716290632537e+06,-4.17563705738613e+06,-5.35494080549155e+06,-7.52907556647280e+03,-7.07185036927639e+02,-9.06911678202087e+02
0385, 7.89346110902736e+02,-3.65924982778300e+06,-5.81567848176131e+06, 7.61436847107377e+03, 3.67756943674369e-01, 5.84479400007170e-01
0386, 7.59423875822739e+05,-3.05328600594659e+06,-6.10657201189317e+06,-7.56951505946095e+03,-3.76562738136296e+02,-7.53125476272588e+02
0387, 6.95404342489353e+03,-1.86071360428419e+06,-6.61260928637709e+06, 7.61625534613884e+03,-1.84689314666524e-01,-6.56349410485758e-01
0388, 3.04280333565373e+05,-1.24255006855744e+06,-6.75007735284048e+06,-7.60750432524680e+03,-6.25858317094736e+01,-3.39993708037274e+02
0389, 1.14599040473379e+03,-6.22735329576935e+05,-6.84152088174787e+06, 7.61582406572146e+03,-6.49499905754948e-01,-7.13556298617696e+00
0390,-1.39566660931048e+04,-6.22733070253425e+05, 6.84149606027360e+06,-7.61582004146328e+03, 1.40193953426604e+00,-1.54020466530220e+01
0391,-3.27930415483647e+05,-1.24241494489168e+06, 6.74934330177957e+06, 7.60628878556787e+03,-6.58086026992366e+01, 3.57501214593202e+02
0392,-6.55888323441856e+05,-2.46068450881771e+06, 6.38178495876628e+06, 7.57957206183206e+03,-2.61554715088218e+02, 6.78342120114541e+02
0393,-5.40032606915616e+04,-3.07182388271643e+06, 6.14364776543286e+06,-7.61645953800520e+03, 2.67152570124664e+01,-5.34305140249344e+01
0394,-9.70592674148979e+05,-3.62282935098389e+06, 5.75779509221847e+06, 7.53742148071343e+03,-5.72933646395240e+02, 9.10568568868826e+02
0395,-4.22552503208991e+05,-4.75449058933853e+06, 4.94322976728983e+06, 7.59936856310720e+03,-3.24834967546172e+02, 3.37729952527726e+02
0396,-1.32420215306208e+06,-4.94479023609179e+06, 4.58717081719124e+06, 1.51761430894751e+03,-5.29107505583987e+03,-5.25717017878123e+03
0397,-1.22053830876298e+06,-5.28028287863101e+06, 4.22806872672332e+06, 1.62075289308688e+03,-4.87711328623963e+03,-5.61445271468141e+03
0398,-1.02111848399079e+06,-5.80465434249743e+06, 3.53725818963950e+06, 1.78198407152460e+03,-4.08075630987326e+03,-6.17297390031809e+03
0399,-7.73828219682977e+05,-6.28209287604598e+06, 2.68061958564296e+06, 1.92883719100358e+03,-3.09319658975928e+03,-6.68168802869325e+03
0400,-4.44083741172948e+06, 1.10198176108993e+06, 5.12783735017876e+06,-8.03982524578524e+02,-7.51321992278991e+03, 9.28359053978320e+02
0401,-1.61247023371413e+06,-6.01800855793120e+06,-2.90374943949217e+06, 3.23436757759669e+03,-3.68086614236721e+03, 5.82447529522769e+03
0402,-1.44777549557700e+06,-5.41012615874120e+06,-3.98538403402676e+06, 2.04446179493990e+03,-4.69898270495869e+03, 5.62792050329867e+03
0403,-1.32420215306208e+06,-4.94479023609179e+06,-4.58717081719124e+06, 1.51761430894751e+03,-5.29107505583987e+03, 5.25717017878123e+03
0404,-2.68914782258720e+05,-4.22039584560642e+06,-5.41234058860278e+06,-7.61134493145099e+03, 1.83196505039703e+02, 2.34935753940887e+02
0405,-9.70592674148979e+05,-3.62282935098389e+06,-5.75779509221847e+06, 7.53742148071343e+03,-5.72933646395240e+02,-9.10568568868826e+02
0406,-5.40032606915616e+04,-3.07182388271643e+06,-6.14364776543286e+06,-7.61645953800520e+03, 2.67152570124664e+01, 5.34305140249344e+01
0407,-4.95288765858273e+05,-1.85579754876496e+06,-6.59513859432435e+06, 7.59612837901694e+03,-1.51007400725796e+02,-5.36650529158249e+02
0408,-2.30721807957747e+04,-1.24379625924245e+06,-6.75684720761980e+06,-7.61513544031734e+03, 3.10614675942687e+00, 1.68739525480343e+01
0409,-1.66385889038684e+05,-6.22544261708081e+05,-6.83942176394853e+06, 7.61348717507093e+03,-1.74847617316910e+01,-1.92091819458863e+02
0410,-1.81483792138429e+05,-6.22508615028413e+05, 6.83903014090785e+06,-7.61328072487803e+03, 1.82369929961079e+01,-2.00356013987396e+02
0411,-7.07556911958248e+05,-1.23725694791509e+06, 6.72132279825317e+06, 7.57424586602406e+03,-1.41980386230367e+02, 7.71299776075621e+02
0412,-7.61924790198844e+05,-2.45674786661462e+06, 6.37157527771629e+06, 7.56731698716649e+03,-3.03831021754973e+02, 7.87985716045382e+02
0413,-8.74226085280607e+05,-3.04674303650903e+06, 6.09348607301804e+06,-7.55526119739696e+03, 4.33441039259336e+02,-8.66882078518673e+02
0414,-1.71766504679631e+06,-2.98042760031567e+06, 5.95016626287275e+06, 9.13830240974237e+02,-6.86229993537740e+03,-3.16560081372057e+03
0415,-1.58371288040713e+06,-3.82571598485922e+06, 5.48614234693278e+06, 1.17363251002780e+03,-6.32737978979799e+03,-4.06558227356549e+03
0416,-1.42640707405365e+06,-4.56014166758383e+06, 4.94121904907314e+06, 1.39937427412045e+03,-5.69920933279226e+03,-4.84757468316286e+03
0417,-1.53601630358105e+06,-5.19717508128215e+06, 4.22829013959584e+06, 1.96385883418591e+03,-4.98520105150366e+03,-5.40603958746219e+03
0418,-1.96449839097687e+06,-5.55649626399656e+06, 3.53768459250434e+06, 2.98588922836199e+03,-4.48392153480616e+03,-5.37701347408494e+03
0419,-1.84746095232596e+06,-6.05205862736534e+06, 2.68451790138821e+06, 3.79851075770939e+03,-3.61130624179132e+03,-5.51955921712346e+03
0420,-2.89108389040859e+06,-5.67986196211261e+06,-2.57438695928661e+06, 4.69607338355310e+03,-4.28917583732958e+03, 4.18165315734354e+03
0421,-3.13944640526867e+06,-5.43841541895777e+06,-2.79554319122876e+06, 4.49609538981916e+03,-4.65743939074536e+03, 4.00358127886194e+03
0422,-2.77916637567661e+06,-4.81841058930490e+06,-4.03836512866316e+06, 3.02300788167297e+03,-5.43129205382662e+03, 4.39268757706159e+03
0423,-2.55238589567750e+06,-4.42801423887473e+06,-4.59635716615356e+06, 2.37857022053513e+03,-5.82490150018427e+03, 4.28334849243244e+03
0424,-2.29939773361858e+06,-3.98406528103132e+06,-5.10747979905338e+06, 1.80926413715417e+03,-6.20586112475952e+03, 4.01878278671013e+03
0425,-2.01882115641299e+06,-3.50473480546706e+06,-5.55733788070310e+06, 1.32340738221673e+03,-6.55118784100027e+03, 3.64302798860240e+03
0426,-8.74226085280607e+05,-3.04674303650903e+06,-6.09348607301804e+06,-7.55526119739696e+03, 4.33441039259336e+02, 8.66882078518673e+02
0427,-1.05512820429248e+06,-1.83847678996444e+06,-6.53358403255423e+06, 7.52522011934593e+03,-3.19132986104679e+02,-1.13413571150670e+03
0428,-3.57977340684844e+05,-1.24214711740853e+06,-6.74788834533617e+06,-7.60504000558091e+03, 7.03119921316933e+01, 3.81965602619327e+02
0429,-3.56637397379706e+05,-6.21877677733406e+05,-6.83209851125098e+06, 7.60533462928200e+03,-3.66033903610270e+01,-4.02133695655042e+02
0430,-3.79323438942008e+05,-6.21765996505515e+05, 6.83087155428160e+06,-7.60444141502328e+03, 3.81190748227126e+01,-4.18785371579403e+02
0431,-1.11507875533041e+06,-1.22742035096938e+06, 6.66788608616211e+06, 7.51352868046212e+03,-2.23741631677633e+02, 1.21546274801474e+03
0432,-1.10765080215590e+06,-1.83620030907761e+06, 6.52549386831948e+06,-7.51726875163219e+03, 3.32649078868320e+02,-1.18216924031984e+03
0433,-1.83636768398173e+06,-1.84179192873773e+06, 6.36136426006788e+06, 5.63872352454214e+02,-7.33633154661179e+03,-1.95331112686816e+03
0434,-1.73466608538610e+06,-2.84942804987817e+06, 6.00905958811065e+06, 8.73567729851795e+02,-6.93019211760672e+03,-3.02612738391182e+03
0435,-2.47054398652681e+06,-3.32059709449509e+06, 5.48763413974538e+06, 1.50742791648888e+03,-6.66752297086342e+03,-3.34833661851091e+03
0436,-2.74519714809149e+06,-3.90798898272096e+06, 4.94357322907295e+06, 2.09876913815848e+03,-6.26467672124079e+03,-3.77948044009075e+03
0437,-2.91177073569317e+06,-4.56825264823274e+06, 4.23105054256509e+06, 2.86580696490201e+03,-5.69029252293126e+03,-4.16426127411052e+03
0438,-3.06582663825166e+06,-5.03163050203895e+06, 3.54011166976664e+06, 3.64575279174697e+03,-5.18844726789252e+03,-4.20975271142789e+03
0439,-4.13266358866912e+06,-4.79137963720497e+06, 2.68556759572633e+06, 4.44665642949426e+03,-5.45999076617961e+03,-2.88961251264675e+03
0440,-4.45475652077576e+06,-4.88022819071159e+06, 1.89377545826642e+06, 4.97119894394973e+03,-5.36245631410537e+03,-2.11332190980718e+03
0441,-4.54640177310097e+06,-5.06594971198896e+06, 9.55692163144592e+05, 5.48785572995656e+03,-5.14671304001792e+03,-1.15359375949088e+03
0442,-4.85747441485698e+06,-4.86337186851089e+06, 0.00000000000000e+00, 5.38322505880299e+03,-5.38110526597801e+03, 0.00000000000000e+00
0443,-4.80340442172826e+06,-4.81201456195129e+06,-1.00971629683504e+06, 5.21232874696939e+03,-5.43748192601090e+03, 1.09567565380703e+03
0444,-4.65402487471415e+06,-4.65553424591067e+06,-1.97848705059200e+06, 4.74194904086527e+03,-5.60218673109943e+03, 2.01586476748155e+03
0445,-4.41501118908913e+06,-4.41873791545326e+06,-2.86904818884744e+06, 4.10027680084840e+03,-5.83279963978244e+03, 2.66452138520499e+03
0446,-4.10969473299276e+06,-4.11918095747734e+06,-3.65950796597957e+06, 3.40385562255287e+03,-6.09590751877883e+03, 3.03098832761860e+03
0447,-3.76436708256395e+06,-3.76620667052566e+06,-4.34671669689372e+06, 2.72751575683393e+03,-6.36988172924594e+03, 3.14946391285404e+03
0448,-3.38835974211596e+06,-3.39480105937554e+06,-4.92357490565704e+06, 2.12851734226869e+03,-6.62109886230988e+03, 3.09291674151026e+03
0449,-2.60956535149999e+06,-2.61395079528018e+06,-5.79643187528107e+06, 1.18596475979236e+03,-7.04251997545510e+03, 2.63429460874359e+03
0450,-5.04635372030077e+06, 1.25459027222597e+06, 4.49356286498272e+06,-1.04329087006571e+03,-7.48352516370492e+03, 9.29006044947492e+02
0451,-1.83636768398173e+06,-1.84179192873773e+06,-6.36136426006788e+06, 5.63872352454214e+02,-7.33633154661179e+03, 1.95331112686816e+03
0452,-7.45044967530046e+05,-1.23654024286331e+06,-6.71742934183553e+06,-7.57071558648181e+03, 1.47983159760494e+02, 8.03909476630394e+02
0453,-6.14911721161734e+05,-6.20204713478019e+05,-6.81371892148944e+06, 7.58487338121301e+03,-6.25581843065651e+01,-6.87279336710122e+02
0454,-6.45118477129167e+05,-6.19950777231638e+05, 6.81092911649568e+06,-7.58256698024064e+03, 6.48318934488386e+01,-7.12258855033670e+02
0455,-1.88182785926496e+06,-1.09096204855331e+06, 6.51884292669094e+06, 3.33101519136958e+02,-7.51786971423474e+03,-1.15389751044718e+03
0456,-2.30206545009840e+06,-1.33198215942770e+06, 6.33704253051355e+06, 5.01311954784386e+02,-7.46987024155674e+03,-1.37999342216259e+03
0457,-2.70597749048107e+06,-1.94644367641860e+06, 6.01058493154876e+06, 8.82313415509467e+02,-7.30257233679600e+03,-1.95981664253302e+03
0458,-3.04714302784395e+06,-2.80147213766601e+06, 5.48731981164931e+06, 1.50346708677344e+03,-6.95333897565577e+03,-2.70745569079897e+03
0459,-4.20862432438552e+06,-2.43242104540633e+06, 4.85970077320397e+06, 1.75989377555784e+03,-7.12112949081003e+03,-2.03215029012694e+03
0460,-4.71244850318369e+06,-2.72618205316442e+06, 4.19623450331331e+06, 2.25092592004592e+03,-6.98935655172165e+03,-2.00435357621793e+03
0461,-5.18671055788072e+06,-2.99770235400285e+06, 3.37052883782923e+06, 2.77967755572619e+03,-6.85160244414419e+03,-1.80634397406397e+03
0462,-5.58335990837564e+06,-3.23131938290164e+06, 2.37355956938115e+06, 3.28919772590522e+03,-6.72007094495247e+03,-1.39828111854252e+03
0463,-5.85339958516937e+06,-3.38717940217228e+06, 1.23043417420731e+06, 3.66676409961577e+03,-6.62525062871858e+03,-7.70784873179495e+02
0464,-5.94097983740108e+06,-3.43227138860547e+06, 4.16553900090245e+05, 3.82483246789920e+03,-6.53263264614964e+03, 7.92825886567241e+02
0465,-5.94918014425303e+06,-3.44332722773560e+06, 0.00000000000000e+00, 3.80916199388956e+03,-6.58965014936137e+03, 0.00000000000000e+00
0466,-5.85339958516937e+06,-3.38717940217228e+06,-1.23043417420731e+06, 3.66676409961577e+03,-6.62525062871858e+03, 7.70784873179495e+02
0467,-5.58335990837564e+06,-3.23131938290164e+06,-2.37355956938115e+06, 3.28919772590522e+03,-6.72007094495247e+03, 1.39828111854252e+03
0468,-5.18671055788072e+06,-2.99770235400285e+06,-3.37052883782923e+06, 2.77967755572619e+03,-6.85160244414419e+03, 1.80634397406397e+03
0469,-4.64466813306876e+06,-2.92738379309191e+06,-4.13587897316132e+06, 2.41743922240401e+03,-6.88889782806482e+03, 2.15262657360848e+03
0470,-4.71244850318369e+06,-2.72618205316442e+06,-4.19623450331331e+06, 2.25092592004592e+03,-6.98935655172165e+03, 2.00435357621793e+03
0471,-3.70220658810717e+06,-2.14400374605637e+06,-5.37962106744296e+06, 1.34274339444422e+03,-7.23398613850064e+03, 1.95112036052398e+03
0472,-3.21262403722175e+06,-1.85722984537776e+06,-5.78531935184584e+06, 9.95500648142902e+02,-7.33072588018863e+03, 1.79270561937796e+03
0473,-2.74528515145001e+06,-1.58598472641472e+06,-6.09789609195028e+06, 7.18339935074157e+02,-7.40859054533645e+03, 1.59559464358990e+03
0474,-2.30206545009840e+06,-1.33198215942770e+06,-6.33704253051355e+06, 5.01311954784386e+02,-7.46987024155674e+03, 1.37999342216259e+03
0475,-1.06080749969772e+06,-6.15212506535960e+05,-6.75887332911988e+06, 7.52381370779346e+03,-1.07368873232696e+02,-1.17958039857843e+03
0476,-7.21026929016429e+05,-6.19259564219851e+05,-6.80333528324216e+06, 7.57331350098011e+03,-7.32221856972603e+01,-8.04436634091972e+02
0477,-1.11331953842667e+06,-6.14446707293802e+05, 6.75046007350773e+06,-7.51582200040831e+03, 1.11891012935830e+02,-1.22926171861882e+03
0478,-1.90053297425300e+06,-5.16463825645520e+05, 6.58363934573237e+06, 1.56521952542579e+02,-7.59255435508852e+03,-5.42207948607265e+02
0479,-2.31460708144456e+06,-1.12975185559402e+06, 6.37156667978970e+06, 4.24794338184578e+02,-7.51054325792611e+03,-1.16935849399155e+03
0480,-3.30859048900405e+06,-8.88447664836140e+05, 5.95813651444923e+06, 4.74338889307703e+02,-7.54953344765377e+03,-8.54193308600777e+02
0481,-3.77680417208205e+06,-1.69087610252350e+06, 5.48801770193136e+06, 1.05809259554672e+03,-7.37963985915900e+03,-1.53749853846450e+03
0482,-4.28114506016845e+06,-2.11639257940355e+06, 4.94344050585619e+06, 1.53064067222304e+03,-7.24374542852392e+03,-1.76743160828114e+03
0483,-4.75207794541290e+06,-2.59987022720435e+06, 4.23152283223976e+06, 2.14639266851110e+03,-7.04809026471799e+03,-1.91127117191418e+03
0484,-5.44739616743290e+06,-2.24546377098636e+06, 3.53993261596520e+06, 2.08071684647738e+03,-7.19568568221088e+03,-1.35213177140824e+03
0485,-6.14071854347468e+06,-1.65030286510432e+06, 2.61050003956865e+06, 1.67688015108950e+03,-7.39028553690822e+03,-7.12863758496566e+02
0486,-6.50528486813136e+06,-1.74888050924084e+06, 1.36746598250065e+06, 1.89012548327575e+03,-7.36241763660329e+03,-3.97320386951719e+02
0487,-6.63442430625757e+06,-1.78467137499286e+06, 2.16594708711173e+05, 1.98564525016895e+03,-7.29443520276877e+03, 8.85281228855122e+02
0488,-6.63867331215961e+06,-1.78199150711301e+06, 0.00000000000000e+00, 1.96815468338341e+03,-7.35266978504343e+03, 0.00000000000000e+00
0489,-6.50528486813136e+06,-1.74888050924084e+06,-1.36746598250065e+06, 1.89012548327575e+03,-7.36241763660329e+03, 3.97320386951719e+02
0490,-6.05547296760434e+06,-1.98792073481676e+06,-2.57426102655949e+06, 2.02116354513993e+03,-7.28780572056129e+03, 8.59223147455454e+02
0491,-6.14071854347468e+06,-1.65030286510432e+06,-2.61050003956865e+06, 1.67688015108950e+03,-7.39028553690822e+03, 7.12863758496566e+02
0492,-5.62199340353299e+06,-1.51374235935574e+06,-3.65339277779869e+06, 1.40085895972679e+03,-7.42608227408052e+03, 9.10333335319150e+02
0493,-5.03242734160087e+06,-1.35561389575592e+06,-4.48116201842338e+06, 1.11671617802005e+03,-7.46351183804663e+03, 9.94388151605306e+02
0494,-4.43121812315694e+06,-1.19372119767388e+06,-5.11672995248522e+06, 8.61333288075692e+02,-7.49743501412808e+03, 9.94582011464986e+02
0495,-3.85204143917736e+06,-1.03455912753500e+06,-5.59734385040265e+06, 6.45803488018566e+02,-7.52651205275579e+03, 9.38407397559348e+02
0496,-3.30859048900405e+06,-8.88447664836140e+05,-5.95813651444923e+06, 4.74338889307703e+02,-7.54953344765377e+03, 8.54193308600777e+02
0497,-2.33652655466732e+06,-6.31524083108451e+05,-6.43190581308981e+06, 2.36278132939585e+02,-7.58161874503682e+03, 6.50417900761467e+02
0498,-1.66519522502299e+06,-6.04078548558299e+05,-6.63655297505804e+06, 7.38762615051297e+03,-1.68109736950279e+02,-1.84689421194689e+03
0499,-8.35886593314602e+05,-3.61625482427934e-10, 6.81942155961901e+06, 7.55852155720910e+03,-4.91317880677245e-14, 9.26512071445202e+02
0500,-5.64153643453494e+06, 1.40210517900451e+06, 3.66609260919194e+06,-1.30823691372283e+03,-7.45109787401813e+03, 8.50143881214994e+02
0501,-1.90585306759632e+06,-6.82830942873677e+03, 6.60206868967563e+06,-1.25935003393111e-01,-7.61377620787356e+03, 4.36251648652949e-01
0502,-2.82116463318655e+06,-1.65071571243227e+03, 6.26644149602099e+06,-2.39195038290997e+00,-7.61315865306048e+03, 5.31306006021707e+00
0503,-3.33641346952398e+06,-2.33835085664858e+02, 6.00824036281835e+06,-3.48912602947226e+00,-7.61288761858577e+03, 6.28324637602734e+00
0504,-4.49934169817542e+06,-4.65488737738812e+03, 5.19539228123538e+06,-1.21031034343078e+00,-7.61243975122671e+03, 1.39754600515291e+00
0505,-5.13295570232422e+06,-1.96831300916025e+03, 4.57067823818555e+06,-3.44675018046529e+00,-7.61226598845917e+03, 3.06918410285168e+00
0506,-5.76316185490303e+06,-3.83371613669052e+03, 3.74512959847234e+06,-1.97909446713490e+00,-7.61212927931542e+03, 1.28609354615593e+00
0507,-6.32538465198068e+06,-7.16941915395581e+03, 2.68900402573068e+06, 1.36795263170628e+00,-7.61202944657593e+03,-5.81534615829584e-01
0508,-6.31729132596673e+06,-3.49559867778261e+05, 2.68556344663068e+06, 3.50501601457448e+02,-7.60238845540800e+03,-1.49002830531246e+02
0509,-6.72627902272855e+06,-2.35417447656878e+03, 1.41392082573489e+06,-3.67026541699263e+00,-7.61197040390833e+03, 7.71520879758746e-01
0510,-6.80028462083415e+06,-9.93589842040446e+05, 1.20585955168352e+05, 1.10266657695260e+03,-7.47652594402747e+03, 9.07380474472309e+02
0511,-6.87329845361262e+06,-6.17190496148909e+03, 0.00000000000000e+00, 5.13894517295368e-01,-7.61195012199165e+03, 0.00000000000000e+00
0512,-6.72627902272855e+06,-2.35417447656878e+03,-1.41392082573489e+06,-3.67026541699263e+00,-7.61197040390833e+03,-7.71520879758746e-01
0513,-6.23729486175830e+06,-1.28387143362614e+06,-2.56774286725229e+06,-3.18902631131846e+03, 3.09486156534256e+03, 6.18972313068511e+03
0514,-6.32538465198068e+06,-7.16941915395581e+03,-2.68900402573068e+06, 1.36795263170628e+00,-7.61202944657593e+03, 5.81534615829584e-01
0515,-5.76316185490303e+06,-3.83371613669052e+03,-3.74512959847234e+06,-1.97909446713490e+00,-7.61212927931542e+03,-1.28609354615593e+00
0516,-5.13295570232422e+06,-1.96831300916025e+03,-4.57067823818555e+06,-3.44675018046529e+00,-7.61226598845917e+03,-3.06918410285168e+00
0517,-4.49934169817542e+06,-4.65488737738812e+03,-5.19539228123538e+06,-1.21031034343078e+00,-7.61243975122671e+03,-1.39754600515291e+00
0518,-3.89622179784480e+06,-3.18772492640780e+03,-5.66154166935150e+06,-2.09451424262616e+00,-7.61264799958975e+03,-3.04350734558892e+00
0519,-3.33641346952398e+06,-2.33835085664858e+02,-6.00824036281835e+06,-3.48912602947226e+00,-7.61288761858577e+03,-6.28324637602734e+00
0520,-2.34635515622784e+06,-4.99690779504345e+02,-6.45896163207265e+06,-2.49108018657770e+00,-7.61345532966464e+03,-6.85735546249161e+00
